ID,ORGANIZATION_NAME,ORGANIZATION_TYPE,STREET_ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,NUMBER_OF_LIGHTS,PRAYERS,LISTEN_EVENTS,EAT_EVENTS,SERVE_EVENTS,SHARE_YOUR_STORY_EVENTS,ACCOUNT_TYPE
9007,Crossroads Baptist Church,Church,850 Edwards Ferry Road Northeast ,Leesburg,VA,20176,39.113878,-77.54364,0,0,0,0,0,0,Free account
9008,Atlantic Shores Baptist Church,Church,1861 Kempsville Road ,Virginia Beach,VA,23464,36.7826754,-76.1924559,7,882,7,0,0,3,Free account
9009,Poquoson Baptist Church,Church,283 Wythe Creek Road ,Poquoson,VA,23662,37.1134508,-76.3933887,4,1169,12,0,0,1,Free account
9010,First Baptist Church,Church,246 North Centennial Avenue ,West Fork,AR,72774,35.9379161,-94.1784241,0,0,0,0,0,0,Free account
9011,Trinity Church,Church,14040 Bagley Rd,Middleburg Heights,OH,44130,41.3640784,-81.7956266,0,0,0,0,0,0,Free account
9012,Wayne Hills Baptist Church,Church,877 Ladd Road ,Waynesboro,VA,22980,38.0615257,-78.9608884,8,4382,1,0,0,1,Free account
9013,Plaza Baptist Church,Church,245 S. Rosemont Rd,Virginia Beach,VA,23452,36.8315891,-76.0961589,0,0,0,0,0,0,Free account
9014,Grace Church,Church,8440 Grace Street ,Frisco,TX,75034,33.1485928,-96.8354273,3,165,0,0,0,0,Free account
9015,Florissant Valley Baptist Church,Church,1025 N Hwy 67,Florissant ,MO,63031,38.7998617,-90.3274523,0,0,0,0,0,0,Free account
9016,First Baptist Church of Bagdad,Church,4529 Forsyth Street ,Milton,FL,32583,30.5986155,-87.0311892,0,0,0,0,0,0,Free account
9017,First Baptist Church of Perry,Church,1105 Main Street ,Perry,GA,31069,32.4597066,-83.7288451,0,0,0,0,0,0,Free account
9018,First Baptist Church,Church,102 1st Baptist Drive ,Altamont,IL,62411,39.0472452,-88.74598,1,5310,12,1,3,11,Free account
9019,Beaufort Church of God,Church,641 Parris Island Gateway ,Beaufort,SC,29906,32.3905304,-80.7391541,2,1075,0,0,0,0,Free account
9020,Crossroads Baptist Church,Church,1020 County Road 400,Corinth,MS,38834,34.8869422,-88.500378,4,2446,0,0,0,0,Free account
9021,East River Road Baptist Church,Church,  ,Fairfield,OH,45014,39.352898,-84.567621,6,9159,10,0,34,9,Free account
9022,Mill Swamp Baptist Church,Church,6329 Mill Swamp Road ,Ivor,VA,23866,36.9889337,-76.8142496,1,10,0,0,0,0,Free account
9023,Greater Love Church,Church,4421 Jay Street Northeast ,Washington,DC,20019,38.901247,-76.937589,2,7,2,0,0,0,Free account
9024,Carrollton Baptist Church,Church,14007 Carrollton Boulevard ,Carrollton,VA,23314,36.9483008,-76.5343534,2,1002,6,0,0,10,Free account
9025,Pillar Church of Woodlawn,Church,9001 Richmond Highway ,Alexandria,VA,22309,38.713864,-77.1393146,7,332,39,2,0,6,Free account
9026,Beulah Baptist Church,Church,784 North Pamplico Highway ,Pamplico,SC,29583,33.9957936,-79.5923099,0,0,0,0,0,0,Free account
9027,Beulah Baptist Church,Church,784 North Pamplico Highway ,Pamplico,SC,29583,33.9957936,-79.5923099,0,0,0,0,0,0,Free account
9029,Nansemond River Baptist Church,Church,2896 Bridge Road ,Suffolk,VA,23435,36.8688136,-76.4890847,29,37981,37,4,1,16,Free account
9030,Red Bank Baptist Church,Church,4000 Dayton Boulevard ,Chattanooga,TN,37415,35.1202889,-85.2879931,30,19230,73,0,0,33,Free account
9031,Cadyville Wesleyan Church,Church,2083 New York 3 ,Cadyville,NY,12918,44.6984441,-73.6307501,1,20,0,0,0,0,Free account
9032,Erb Park Association,Association,2104 N DREW ST,Appleton,WI,54911,44.2811965,-88.4004105,2,4139,368,0,0,364,Free account
9033,Mountain View Alliance Church,Church,1515 Cemetery Street ,Jersey Shore,PA,17740,41.1961642,-77.2760166,1,117,0,0,0,0,Free account
9034,Blue Springs Baptist Church,Church,956 Tennessee 92 ,Rutledge,TN,37861,36.2608181,-83.5255786,2,6552,32,0,0,4,Free account
9035,LifeSpring Church of Maine ,Church,PO Box 6026,Hermon,ME,04402,44.8,-68.78,0,0,0,0,0,0,Free account
9036,Liberty Baptist Church,Church,116 Romans Road ,Suffolk,VA,23434,36.768891,-76.5889014,0,0,0,0,0,0,Free account
9037,New Bethel Baptist Church,Church,296 County Road 791 ,Etowah,TN,37331,35.3114116,-84.567446,0,0,0,0,0,0,Free account
9038,Mt. Harmony Baptist Church,Church,130 County Road 362 ,Niota,TN,37826,35.4918791,-84.5048987,1,5404,0,0,0,0,Free account
9039,East Side Church of Christ,Church,201 31st Street ,Snyder,TX,79549,32.7116227,-100.8964567,14,13282,66,16,31,40,Paid account
9040,StoneBridge Baptist Church,Church,6510 Mall Road ,Morgantown,WV,26501,39.6294122,-80.0020456,13,1001,52,0,0,3,Free account
9041,Franklin Heights Church,Church,110 Hilltop Drive ,Rocky Mount,VA,24151,37.0189727,-79.8710712,377,636741,1323,107,447,667,Free account
9042,Grace United Family Church,Church,8700 Bell Creek Road ,Mechanicsville,VA,23116,37.6408148,-77.3500808,12,12644,46,0,0,31,Free account
9043,London Bridge Baptist Church,Church,2460 Potters Road ,Virginia Beach,VA,23454,36.8371942,-76.0542459,260,302069,780,122,31,316,Paid account
9044,First Baptist Church,Church,1320 Barstow Road ,Barstow,CA,92311,34.8784853,-117.0240248,10,6751,2,0,0,0,Free account
9047,River Community Church,Church,1200 Miracle Road ,Cookeville,TN,38506,36.1350343,-85.5202227,145,46271,283,3,13,81,Paid account
9048,Missouri Baptist Convention,Association,400 East High Street,Jefferson City,MO,65101,38.5738215,-92.1686176,403,138323,958,30,41,503,Paid account
9066,Ebenezer Baptist Church,Church,267 Ebenezer Road ,Gladys,VA,24554,37.0958677,-78.9971753,26,18800,235,0,0,9,Free account
9068,Hope Community Church,Church,13611 Fancy Gap Highway ,Cana,VA,24317,36.5903463,-80.675173,3,303,0,0,0,0,Free account
9069,Mount Pleasant Baptist Church,Church,3110 Greenwood Avenue ,Colonial Heights,VA,23834,37.264218,-77.3927831,26,25178,62,15,25,38,Free account
9070,Calvary Baptist Church,Church,105 Garland Drive ,Staunton,VA,24401,38.1649836,-79.0992938,32,36619,138,0,0,51,Free account
9071,West Broadway Baptist Church,Church,8420 6 Mile Lane ,Louisville,KY,40220,38.1978138,-85.5984271,7,6375,6,3,3,28,Paid account
9072,Woolsey Baptist Church,Church,115 Hampton Road ,Fayetteville,GA,30215,33.356055,-84.421565,14,3619,21,0,0,5,Free account
9073,Temple Hills Baptist Church,Church,4821 Saint Barnabas Road ,Marlow Heights,MD,20748,38.8235857,-76.9520321,1,4,2,0,0,0,Free account
9074,Westside Baptist Church,Church,5090 Pasadena Avenue ,Flushing,MI,48433,43.0467215,-83.7761754,2,451,12,0,0,14,Free account
9075,Beulah Baptist Church,Church,1633 Kent Store Way ,Kents Store,VA,23084,37.8988641,-78.1239575,3,2312,10,0,0,5,Free account
9076,Soul Purpose Community Church,Church,12698 Shipps Store Road ,Bealeton,VA,22712,38.5049921,-77.7092006,17,12520,14,0,2,7,Free account
9078,First Southern Baptist Church,Church,2934 West 8th Street ,Thatcher,AZ,85552,32.832025,-109.7487968,2,318,2,0,0,0,Free account
9079,Northbridge Church,Church,8824 Douglas Avenue ,Kalamazoo,MI,49009,42.388591,-85.609705,30,5979,22,0,0,3,Free account
9080,Seaford Baptist Church,Church,1311 Seaford Road ,Seaford,VA,23696,37.1867321,-76.4412146,55,79766,702,60,108,71,Free account
9081,First Baptist Church-Warrenville,Church,  ,Warrenville,SC,29851,33.5518119,-81.8045506,0,0,0,0,0,0,Free account
9082,Citadel Square Baptist Church,Church,328 Meeting Street ,Charleston,SC,29403,32.787359,-79.933876,12,4777,21,24,7,9,Free account
9083,Mt Hermon Baptist Church,Church,4385 Franklin Turnpike ,Danville,VA,24540,36.678542,-79.422365,10,6735,23,0,0,15,Paid account
9084,Northwest Community Church,Church,10109 Morrisville Parkway,Apex,NC,27523,35.793225,-78.9255576,0,0,0,0,0,0,Free account
9085,Northwest Community Church,Church,10109 Morrisville Parkway,Apex,NC,27523,35.793225,-78.9255576,0,0,0,0,0,0,Free account
9086,First Baptist Church of Cabot,Church,204 North 3rd Street ,Cabot,AR,72023,34.9759162,-92.0167139,160,108003,393,0,0,116,Paid account
9087,New Life Baptist Church,Church,10765 Samples Road ,Alexander,AR,72002,34.6620288,-92.5668578,27,29065,64,0,0,32,Paid account
9088,New Life Baptist Church,Church,10765 Samples Road ,Alexander,AR,72002,34.6620288,-92.5668578,0,0,0,0,0,0,Free account
9089,Community Covenant Church,Church,15700 West 87th Street Parkway ,Lenexa,KS,66219,38.9718264,-94.7677155,46,5056,8,1,0,3,Paid account
9090,House on the Rock Fellowship,Church,1710 High Street ,Piqua,OH,45356,40.147777,-84.2697575,7,1504,1,0,0,2,Free account
9091,Tucker Swamp Baptist Church,Church,37527 Seacock Chapel Road ,Zuni,VA,23898,36.8646372,-76.8600651,8,18524,39,0,0,18,Free account
9092,New Song Fellowship,Church,865 Woodstock Road ,Virginia Beach,VA,23464,36.813689,-76.198715,15,28096,35,0,0,2,Free account
9093,Barberville Baptist Church,Church,1441 Russ Avenue ,Waynesville,NC,28786,35.5121197,-82.991479,2,90,0,0,0,2,Free account
9094,Pee Dee Baptist Association,Association,110 North Lawrence Street ,Rockingham,NC,28379,34.9402254,-79.772251,6,10789,655,0,0,556,Free account
9095,North Country Fellowship Church,Church,35206 Sayre Road ,Carthage,NY,13619,43.981608,-75.671897,2,23,0,0,0,0,Free account
9096,St Luke's Episcopal Church,Church,5923 Royal Lane ,Dallas,TX,75230,32.8953705,-96.8069222,0,0,0,0,0,0,Free account
9097,Virginia Beach Beacon Baptist,Church,2301 Newstead Drive ,Virginia Beach,VA,23454,36.7629522,-76.0124377,27,28349,134,0,0,40,Free account
9098,Sky View Missionary Baptist Church,Church,129 Skyview Drive ,Fancy Gap,VA,24328,36.691894,-80.693141,17,25121,31,0,0,11,Free account
9099,Western Baptist Association,Association,18 Jefferson Place ,Newnan,GA,30263,33.3835925,-84.7953183,5,1469,384,0,0,377,Free account
9100,Iglesia Crosspoint Bellaire,Church,4601 Bellaire Blvd,Houston,TX,77401,29.7049547,-95.4557487,0,0,0,0,0,0,Free account
9101,Dowelltown Baptist Church,Church,1811 West Main Street ,Dowelltown,TN,37059,36.0152469,-85.9517264,1,167,27,0,0,21,Free account
9102,First Baptist Church of Alamogordo,Church,1100 Michigan Avenue ,Alamogordo,NM,88310,32.900837,-105.957468,0,0,0,0,0,0,Free account
9103,OneHeart Church,Church,6530 Old Plank Rd,High Point,NC,27265,36.005288,-80.0373809,0,0,0,0,0,0,Free account
9105,Matthews Church of God,Church,517 East John Street ,Matthews,NC,28105,35.113021,-80.717231,4,56,0,0,0,0,Free account
9106,Staples Mill Road Baptist Church,Church,10101 Staples Mill Road ,Glen Allen,VA,23060,37.654472,-77.521209,62,46235,170,14,7,16,Paid account
9107,First Baptist Church of Suffolk,Church,237 N Main St.,Suffolk,VA,23434,36.7314787,-76.5825227,2,59,5,0,0,0,Free account
9108,Fincastle Baptist Church Highlands Campus,Church,  ,Covington,VA,24426,37.787818,-79.9893344,6,188,33,0,0,0,Free account
9109,Christian Life Fellowship,Church,26991 U.S. 58 ,Jonesville,VA,24263,36.681479,-83.2192712,15,906,25,0,0,9,Free account
9110,First Baptist Church of Norfolk,Church,312 Kempsville Road ,Norfolk,VA,23502,36.844908,-76.189513,11,9601,31,0,0,9,Free account
9111,Jerusalem Baptist Church,Church,5424 Ox Road ,Fairfax Station,VA,22039,38.8100249,-77.3268471,5,1910,0,0,0,0,Free account
9112,Hopewell Baptist Church,Church,5061 Hopewell Road ,New Kent,VA,23124,37.587409,-77.130588,1,242,0,0,0,0,Free account
9113,Fincastle Baptist Church,Church,  ,Tazewell,VA,24651,37.1256709,-81.4937207,1,9,1,0,0,0,Free account
9114,Christ Fellowship Church - Palmetto Bay Campus,Church,8900 Southwest 168th Street ,Palmetto Bay,FL,33157,25.613599,-80.338096,5,68,0,0,0,0,Free account
9115,Park Community Church Near North,Church,1001 North Crosby Street ,Chicago,IL,60610,41.9009255,-87.6441917,3,0,0,0,0,0,Free account
9116,Iglesia Cristiana Cristo Viene,Church,912 W Chatham St,Cary,NC,27511,35.7796499,-78.7981312,0,0,0,0,0,0,Free account
9117,Harvest Baptist Church,Church,14412 Cabin Point Road ,Carson,VA,23830,36.9873038,-77.379119,4,3,0,0,0,4,Free account
9118,North Bristol Baptist Church,Church,46 Church Street ,Bristol,VA,24201,36.6115348,-82.1928068,5,76,1,0,0,0,Free account
9119,Western Heights Baptist Church,Church,24416 Cox Road ,Petersburg,VA,23803,37.2061447,-77.4832377,5,66,0,0,0,2,Free account
9120,Park Community Church - South Loop,Church,26 West 16th Street ,Chicago,IL,60605,41.8602286,-87.6282538,1,0,0,0,0,0,Free account
9121,The Church at Spring Hill,Church,4922 Port Royal Road B3,Spring Hill,TN,37174,35.743987,-86.891962,1,2,2,0,0,2,Free account
9122,Elizabeth River Baptist Church,Church,601 Sparrow Road,Chesapeake,VA,23325,36.82847,-76.2271279,1,12,0,0,0,0,Free account
9123,Awaken Nashville,Church,2817 West End Ave. Ste. 126-261,Nashville,TN,37203,36.1438292,-86.8123739,0,0,0,0,0,0,Free account
9124,Awaken,Church,2817 West End Ave Suite 126-261,Nashville,TN,37203,36.1438292,-86.8123739,0,0,0,0,0,0,Free account
9125,North Wake Church,Church,1212 South Main Street ,Wake Forest,NC,27587,35.9630192,-78.5185897,97,28795,340,19,10,102,Free account
9126,Rosedale Baptist Church,Church,26396 Lee Highway ,Abingdon,VA,24211,36.724364,-81.901451,6,3050,6,0,0,2,Free account
9127,Awaken Nashville,Association,2301 8th Ave S,Nashville,TN,37204,36.1282439,-86.7781668,340,63079,832,0,0,636,Free account
9128,Flint River Baptist Association,Association,814 Experiment Street,Griffin,GA,30223,33.2557097,-84.2755267,27,18570,410,0,0,372,Free account
9129,Sandia Baptist Church,Church,9429 Constitution Avenue Northeast ,Albuquerque,NM,87112,35.0948397,-106.5411946,26,47518,135,1,0,36,Free account
9130,Metro Christian Fellowship,Church,2217 High Grove Rd,Grandview,MO,64030,38.88506,-94.513695,4,57,7,0,0,0,Free account
9131,Journey Christian Fellowship,Church,2587 New Kent Highway ,Quinton,VA,23141,37.5195162,-77.1846946,6,294,0,0,0,0,Free account
9132,Journey Christian Fellowship,Church,2587 New Kent Highway ,Quinton,VA,23141,37.5195162,-77.1846946,0,0,0,0,0,0,Free account
9133,Christ Fellowship,Church,2801 Orchid Drive ,McKinney,TX,75070,33.1713915,-96.6699932,10,5144,42,1,1,16,Free account
9134,Water's Edge Church,Church,4141 Holland Road ,Virginia Beach,VA,23452,36.8178113,-76.1184194,2,8,0,0,0,0,Free account
9135,Iglesia Bautista Colonial Hills,Church,7330 S Broadway Ave,Tyler,TX,75703,32.2690879,-95.3060847,1,670,0,0,0,0,Paid account
9136,The Salvation Army Hempstead Citadel Corps Community Center,Church,65 Atlantic Avenue ,Hempstead,NY,11550,40.7133582,-73.6316524,0,0,0,0,0,0,Free account
9137,Stevens Street Baptist Church,Church,327 West Stevens Street,Cookeville,TN,38501,36.1589772,-85.5152649,57,24959,109,0,1,25,Free account
9138,West Metro Church of God,Church,3858 Kings Highway ,Douglasville,GA,30135,33.7009809,-84.7707589,4,7608,10,0,0,21,Free account
9139,GOBA,Association,1906 Lee Rd,Orlando,FL,32810,28.6014238,-81.4086879,76,32762,609,31,20,584,Free account
9140,Jubilee Church International,Church,24014 Arkansas 365 ,Maumelle,AR,72113,34.8882197,-92.4146996,1,93,3,0,0,1,Free account
9143,Calvary International Church of God,Church,19850 Palm Beach Blvd.,Alva,FL,33920,26.709298,-81.63384,0,0,0,0,0,0,Free account
9144,Calvary Road Baptist Church,Church,6811 Beulah Street ,Alexandria,VA,22310,38.768738,-77.153812,44,43936,87,0,0,26,Free account
9145,Harvestime Church,Church,1130 warren st.,Chippewa Falls,WI,54729,44.94755,-91.380866,0,0,0,0,0,0,Free account
9146,Harvestime Church,Church,1130 warren st.,Chippewa Falls,WI,54729,44.94755,-91.380866,0,0,0,0,0,0,Free account
9147,Harvestime Church,Church,1009 W. Park Ave,Chippewa Falls,WI,54729,44.9136584,-91.3988654,0,0,0,0,0,0,Free account
9148,Lamson Evangelical Free Church,Church,22246 CSAH #4,Dassel,MN,55325,45.079729,-94.310693,4,2679,0,0,0,1,Free account
9149,Jubilee Worship Center,Church,415 North Hobart Road ,Hobart,IN,46342,41.543907,-87.237883,16,5064,26,6,7,9,Free account
9150,Upper Room Family International Church,Church,75 Alvarado Avenue ,Worcester,MA,01604,42.2680086,-71.7603401,2,0,0,0,0,0,Free account
9151,Grand Crossings Baptist Association,Association,5301 County Road 220 ,Kingdom City,MO,65262,38.929997,-91.95551,15,12480,399,0,0,381,Free account
9153,Pleasant View Baptist Church,Church,19278 Forest Road ,Lynchburg,VA,24502,37.392814,-79.235978,22,38139,23,0,0,11,Free account
9154,Grace Point Church,Church,1318 Shelby Street ,Bristol,TN,37620,36.5937449,-82.1978118,7,1280,2,0,0,2,Free account
9155,Goshen Baptist Church,Church,9800 Gordon Road ,Spotsylvania Courthouse,VA,22553,38.226863,-77.626221,8,6467,14,0,0,6,Free account
9156,Living Word Baptist Church,Church,4130 Waterlick Road ,Forest,VA,24551,37.3327961,-79.2614963,4,1287,0,0,0,0,Free account
9157,Richland Baptist Church,Church,5301 County Road 220 ,Kingdom City,MO,65262,38.9299971,-91.9555096,3,5339,24,0,0,7,Free account
9158,Redd's Branch Baptist Church,Church, Redds Branch Road ,Aiken,SC,29801,33.5662565,-81.6568133,5,15471,50,0,0,34,Paid account
9159,The Church at Three Trails,Church,1229 West 31st Street ,Independence,MO,64055,39.064991,-94.432301,6,121,0,0,0,0,Paid account
9160,Bible Baptist Church,Church,2047 Gate Number Two Road ,Creedmoor,NC,27522,36.1178669,-78.744363,3,11871,0,0,0,0,Free account
9161,Evergreen Baptist Church,Church,472 White Pine Drive ,Appomattox,VA,24522,37.314367,-78.7774065,3,1134,0,0,0,0,Free account
9162,Bedrock Community Church,Church,402 East Main Street ,Bedford,VA,24523,37.3320254,-79.5203227,9,315,3,0,0,2,Free account
9163,Hope Church,Church,1118 Franklin Turnpike ,Danville,VA,24540,36.6386139,-79.3961703,3,4,0,0,0,0,Free account
9164,Red River Association of Southern Baptist Churches,Association,836 maple street,Stanton,KY,40380,37.8562713,-83.8706398,5,14120,368,0,0,364,Free account
9165,Restoration Church,Church,503 Henslee Drive ,Dickson,TN,37055,36.0858569,-87.3836928,0,0,0,0,0,0,Free account
9167,Providence Baptist Church,Church,488 Lawyers Road ,Red House,VA,23963,37.1895875,-78.8291887,2,2904,0,0,0,0,Free account
9168,Harvest Fellowship Baptist Church,Church,19290 Battery Park Road ,Smithfield,VA,23430,36.973464,-76.589936,3,10730,0,0,0,0,Free account
9170,Movement Network,Association,"1102 W Castlewood Ave,",Friendswood,TX,77546,29.5093727,-95.2081351,13,5898,531,0,0,445,Free account
9171,Maple Glen Bible Fellowship Church,Church,700 Welsh Road ,Horsham,PA,19044,40.1681593,-75.1618726,2,11655,90,0,0,21,Free account
9172,Thomas Road Baptist Church,Church,1 Mountain View Road ,Lynchburg,VA,24502,37.3606493,-79.1727942,100,65195,53,4,0,25,Free account
9173,West Jackson Baptist Church,Church,580 Oil Well Road ,Jackson,TN,38305,35.687672,-88.8663883,15,6243,8,0,0,7,Free account
9174,Verona Seventh Day Baptist Church,Church,6775 Blackmans Corners Road ,Verona,NY,13478,43.1892791,-75.5752017,3,2940,2,0,0,0,Free account
9175,Living Word Community Church,Church,2304 Hobson Pike ,Nashville,TN,37013,36.0638318,-86.5907342,3,4247,0,0,0,0,Free account
9176,Imago Dei Church,Church,9200 Strickland Road ,Raleigh,NC,27615,35.900356,-78.647842,11,670,30,0,0,12,Free account
9177,London Bridge Road,Church, London Bridge Road ,Virginia Beach,VA,,36.8115256,-76.0510639,2,3228,0,0,0,0,Free account
9178,Calvary Baptist Church,Church,4700 Huntington Avenue ,Newport News,VA,23607,36.993053,-76.436955,11,116,21,0,0,0,Free account
9179,Catalyst Church,Church,610 Thimble Shoals Boulevard,Newport News,VA,23606,37.0836388,-76.4780799,20,13804,9,0,0,11,Free account
9180,Sonrise Church,Church,6701 NE Campus Dr ,Hillsboro,OR,97124,45.5327739,-122.9107164,11,1577,22,0,0,8,Free account
9181,River Rock At Odell Baptist Church,Church,6320 Davidson Highway ,Concord,NC,28027,35.4371325,-80.6837136,7,8,0,0,0,0,Free account
9182,Second Chance,Church,2701 County Drive ,Petersburg,VA,23803,37.2099552,-77.348825,3,104,2,0,0,4,Free account
9183,Cross Point Church Mt. Juliet,Church,85 Athens Drive ,Mount Juliet,TN,37122,36.172445,-86.497365,12,1385,2,0,0,3,Free account
9185,House of Prayer Evangelistic,Church,2648 North 18th Street ,Kansas City,KS,66104,39.13656,-94.6516089,1,76,10,0,0,7,Paid account
9187,Second Chance Victory Church of God,Church,1633 Sumner Avenue ,North Charleston,SC,29406,32.8966737,-80.0048846,0,0,0,0,0,0,Free account
9188,Hampton Roads Fellowship,Church,604 Hilton Boulevard ,Newport News,VA,23605,37.0085411,-76.4371033,1,3,0,0,0,0,Free account
9189,Pathto Map Church,Church,3800 Ethan Lane,Orlando,FL,32814,28.5726286,-81.3372941,0,0,0,0,0,0,Free account
9190,Catawba Heights Baptist Church,Church,311 Belmont Mount Holly Road ,Belmont,NC,28012,35.2700704,-81.038313,0,0,0,0,0,0,Free account
9191,Indian River Baptist Church,Church,1600 Laurel Avenue ,Chesapeake,VA,23325,36.8103333,-76.2312098,12,9934,8,0,0,1,Free account
9192,Two Cities Church,Church,854 West Northwest Boulevard ,Winston-Salem,NC,27101,36.105542,-80.25577,52,1643,50,0,0,19,Free account
9193,Queens Herald Church C&amp;MA ??????,Church,6515 164th Street,,NY,11365,40.7364853,-73.8044958,11,881,0,0,0,0,Free account
9194,Cornerstone Bible Church,Church,15029 Enterprise Way ,Middlefield,OH,44062,41.4587226,-81.1052727,0,0,0,0,0,0,Free account
9195,New Life CityChurch,Church,1717 McGee Street ,Kansas City,MO,64108,39.0926337,-94.5797366,10,4130,17,2,2,11,Paid account
9196,The Church at Heathrow,Church,6815 Markham Road ,Sanford,FL,32771,28.7929982,-81.3783921,1,84,0,0,0,0,Free account
9197,Calvary Evangelical Baptist,Church,205 Gust Lane ,Portsmouth,VA,23701,36.7920088,-76.3434337,43,56760,115,0,1,75,Paid account
9198,Calvary Open Bible Church,Church,3741 Valley Street ,Dayton,OH,45424,39.804161,-84.115108,5,241,7,0,0,6,Free account
9199,Church of the City,Church,828 Murfreesboro Road ,Franklin,TN,37064,35.914667,-86.847535,21,11155,17,0,0,14,Free account
9200,New Life Community Church,Church,1500 West 86th Street ,Indianapolis,IN,46260,39.913056,-86.1873539,2,150,0,0,0,0,Free account
9201,Spanish Church of God,Church,  ,Taunton,MA,02780,41.9103785,-71.1261576,0,91,0,0,0,0,Free account
9202,Lifesong Community Church,Church,2352 Apple Grove Road ,Mineral,VA,23117,37.9117366,-77.8606009,1,760,0,0,0,0,Free account
9203,Cedar Ridge Christian Church Coweta Campus,Church,14085 South 296th East Avenue ,Coweta,OK,74429,35.95935,-95.646112,1,7,0,0,0,0,Free account
9204,Parkwood Baptist Church,Church,1729 East Garrison Boulevard ,Gastonia,NC,28054,35.2519544,-81.1516811,40,1705,30,0,0,18,Paid account
9205,Chapel Pointe,Church,3350 Baldwin Street ,Hudsonville,MI,49426,42.9051634,-85.8656792,65,54007,99,0,0,24,Free account
9206,Healing Word Ministries,Church,849 Thomas Street ,Norristown,PA,19401,40.116668,-75.331568,1,722,0,0,0,0,Free account
9207,MBC Loudoun,Church,44180 Riverside Parkway,Leesburg,VA,20176,39.0727054,-77.4719999,2,8,0,0,0,0,Free account
9208,Antioch Community Church Office,Church,1635 East Broadway Street ,Pearland,TX,77581,29.5482732,-95.2325028,15,1124,37,0,0,9,Free account
9209,Bell Shoals Baptist Church - Riverview Campus,Church,  ,Riverview,FL,33569,27.8539967,-82.3255763,2,84,2,0,0,0,Free account
9210,Antioch Community Church,Church,302 El Dorado Boulevard ,Friendswood,TX,77546,29.5460866,-95.1632853,2,265,0,0,0,0,Free account
9211,Northeast Bible Church,Church,3415 14th Street ,Plano,TX,75074,33.0153643,-96.6702937,59,37060,38,0,0,5,Free account
9212,Beulah Baptist Church,Church,528 Leesville Road ,Lynchburg,VA,24502,37.3593599,-79.2097515,2,46,3,0,0,0,Free account
9213,Pilot Mountain Baptist Association,Association,407 Petree Road ,Winston-Salem,NC,27106,36.128668,-80.3164712,99,47444,586,1,1,518,Free account
9214,New Life Community Church,Church,509 East Main Street ,Louisa,VA,23093,38.0214883,-77.9885871,30,5242,53,0,0,45,Free account
9215,Warsaw Missionary Church,Church,1849 East Springhill Road ,Warsaw,IN,46580,41.253921,-85.831011,9,8984,4,0,0,1,Free account
9216,CrossPointe Church,Church,201 Burnt Chimney Road ,Wirtz,VA,24184,37.1019268,-79.812374,105,124429,163,18,13,48,Free account
9217,BridgePoint Bible Church,Church,13277 Katy Freeway ,Houston,TX,77079,29.7821795,-95.6205377,10,1463,5,0,0,5,Free account
9218,FBC Allen,Church,201 East McDermott Drive ,Allen,TX,75002,33.1018155,-96.6687601,12,4563,13,10,4,18,Free account
9219,Apollo Beach Campus of Bell Shoals Baptist Church,Church,408 Apollo Beach Boulevard ,Apollo Beach,FL,33572,27.7730916,-82.397219,7,7893,2,0,0,4,Free account
9220,Apollo Beach Campus of Bell Shoals Baptist Church,Church,408 Apollo Beach Boulevard ,Apollo Beach,FL,33572,27.7730916,-82.397219,0,0,0,0,0,0,Free account
9222,Omega Harvest Church,Church,4904 Dayton Boulevard ,Chattanooga,TN,37415,35.1393241,-85.2774602,0,0,0,0,0,0,Free account
9223,Pathways Church | Sevierville Campus,Church,1126 Wagner Drive ,Sevierville,TN,37862,35.8604168,-83.5312489,1,966,0,0,0,0,Free account
9224,Pathways Church | Sevierville Campus,Church,1126 Wagner Drive ,Sevierville,TN,37862,35.8604168,-83.5312489,0,0,0,0,0,0,Free account
9225,Boones Mill Baptist Church,Church,10 Whispering Creek Road ,Boones Mill,VA,24065,37.1120951,-79.9467232,0,0,0,0,0,0,Free account
9226,Laurel Hill Church,Church,3595 Grand Forks Blvd.,Charlottesville,VA,22911,38.1309686,-78.4300102,5,5636,11,0,0,0,Free account
9227,Kempsville Baptist Church,Church,5204 Princess Anne Road ,Virginia Beach,VA,23462,36.827686,-76.163335,19,9518,38,0,0,11,Paid account
9228,Estrella Baptist Association,Association,7901 West Osborn Road,Phoenix,AZ,85033,33.486468,-112.229898,46,41354,433,0,0,387,Free account
9229,Central Baptist Association,Association,928 West South Street ,Benton,AR,72015,34.563509,-92.597769,4,2115,378,0,0,373,Free account
9230,The Fellowship,Church,22765 Westheimer Parkway ,Katy,TX,77450,29.7337996,-95.7629879,78,27270,103,1,0,29,Free account
9231,Lighthouse Assembly of God,Church,5012 Gum Spring Road ,Manassas,VA,20109,38.8456459,-77.545293,1,5222,18,1,0,3,Free account
9232,Lighthouse Assembly of God,Church,5012 Gum Spring Road ,Manassas,VA,20109,38.8456459,-77.545293,0,0,0,0,0,0,Free account
9233,River of Life Church,Church,4207 Norcross Street ,Temple Hills,MD,20748,38.8300043,-76.9503422,16,1634,21,0,0,19,Free account
9234,First Baptist Church Chocowinity,Church,230 North Carolina 33 ,Chocowinity,NC,27817,35.5136964,-77.1042689,4,109,0,0,0,0,Free account
9235,Vera Church of God,Church,212 Vera Lane ,Appomattox,VA,24522,37.413834,-78.76477,0,0,0,0,0,0,Free account
